0	-2.51709E-13
0.0001	1.02005E-10
0.0002	-1.95321E-10
0.0003	-3.95889E-10
0.0004	5.17024E-12
0.0005	4.85483E-12
0.0006	4.7969E-12
0.0007	4.89619E-12
0.0008	-7.96901E-10
0.0009	-7.9629E-10
0.001	4.39813E-12
0.0011	6.14803E-12
0.0012	-1.59797E-09
0.0013	1.60764E-09
0.0014	-1.59785E-09
0.0015	5.55193E-12
0.0016	5.03401E-12
0.0017	1.60901E-09
0.0018	4.59269E-12
0.0019	5.39663E-12
0.002	6.64313E-12
0.0021	4.8375E-12
0.0022	7.98049E-12
0.0023	3.60625E-12
0.0024	3.21153E-09
0.0025	3.21019E-09
0.0026	3.71155E-12
0.0027	1.44309E-11
0.0028	3.2354E-09
0.0029	-3.16441E-09
0.003	3.26092E-09
0.0031	3.27698E-09
0.0032	8.32866E-11
0.0033	9.60642E-11
0.0034	1.12648E-10
0.0035	3.33298E-09
0.0036	3.34659E-09
0.0037	6.55698E-09
0.0038	6.55467E-09
0.0039	3.34324E-09
0.004	1.35203E-10
0.0041	6.54512E-09
0.0042	3.3326E-09
0.0043	3.32839E-09
0.0044	6.53573E-09
0.0045	3.32798E-09
0.0046	3.32234E-09
0.0047	6.51025E-09
0.0048	6.48148E-09
0.0049	9.66184E-09
0.005	6.42684E-09
0.0051	3.1948E-09
0.0052	4.76988E-09
0.0053	4.74332E-09
0.0054	1.5094E-09
0.0055	-1.27321E-10
0.0056	1.45425E-09
0.0057	1.44762E-09
0.0058	3.05724E-09
0.0059	1.45557E-09
0.006	1.45915E-09
0.0061	2.27037E-09
0.0062	1.47651E-09
0.0063	6.7768E-10
0.0064	6.79371E-10
0.0065	-1.06494E-10
0.0066	-1.04451E-10
0.0067	-1.029E-10
0.0068	1.20126E-10
0.0069	3.67497E-11
0.007	-1.15869E-10
0.0071	1.42613E-10
0.0072	7.87926E-10
0.0073	-8.17057E-10
0.0074	7.98323E-10
0.0075	2.62335E-11
0.0076	5.21549E-11
0.0077	4.41536E-11
0.0078	5.86025E-12
0.0079	1.5959E-09
0.008	-3.49737E-11
0.0081	-1.66485E-09
0.0082	-1.68555E-09
0.0083	-1.7171E-09
0.0084	-3.33985E-09
0.0085	-4.97251E-09
0.0086	-1.77915E-09
0.0087	-6.60499E-09
0.0088	-1.89414E-10
0.0089	-1.74017E-10
0.009	-6.5809E-09
0.0091	-1.63389E-10
0.0092	-3.35706E-09
0.0093	-3.35922E-09
0.0094	-1.40104E-10
0.0095	-3.34663E-09
0.0096	-3.33563E-09
0.0097	-9.72902E-09
0.0098	-6.49403E-09
0.0099	-3.26283E-09
0.01	-3.2429E-09
0.0101	-6.4206E-09
0.0102	-9.60225E-09
0.0103	-3.16073E-09
0.0104	-6.34355E-09
0.0105	-6.3176E-09
0.0106	1.22688E-10
0.0107	-3.06954E-09
0.0108	1.24389E-10
0.0109	-3.086E-09
0.011	1.1495E-10
0.0111	-3.09812E-09
0.0112	-3.1032E-09
0.0113	9.77061E-11
0.0114	9.17568E-11
0.0115	8.94935E-11
0.0116	8.39801E-11
0.0117	8.47142E-11
0.0118	-3.12251E-09
0.0119	-3.11994E-09
0.012	-3.11794E-09
0.0121	8.9799E-11
0.0122	9.27537E-11
0.0123	9.32765E-11
0.0124	1.69781E-09
0.0125	9.80439E-11
0.0126	3.30524E-09
0.0127	9.21189E-11
0.0128	1.68174E-09
0.0129	6.51208E-11
0.013	5.21498E-11
0.0131	3.83465E-11
0.0132	8.27555E-10
0.0133	8.14114E-10
0.0134	8.01464E-10
0.0135	1.18908E-09
0.0136	1.17562E-09
0.0137	3.70917E-10
0.0138	5.73727E-10
0.0139	5.13534E-10
0.014	3.78615E-10
0.0141	3.80806E-10
0.0142	3.8344E-10
0.0143	1.58807E-09
0.0144	-1.20337E-11
0.0145	-9.64294E-12
0.0146	-8.08265E-10
0.0147	-6.79361E-12
0.0148	-7.57122E-12
0.0149	-7.52773E-12
0.015	-1.61268E-09
0.0151	1.59021E-09
0.0152	-1.34669E-11
0.0153	-1.61691E-09
0.0154	-1.35945E-11
0.0155	1.58673E-09
0.0156	-1.55957E-11
0.0157	3.19933E-09
0.0158	-3.19866E-09
0.0159	1.93851E-11
0.016	3.38194E-11
0.0161	4.93333E-11
0.0162	6.29229E-11
0.0163	6.49113E-09
0.0164	3.29899E-09
0.0165	3.31423E-09
0.0166	1.18918E-10
0.0167	1.09495E-10
0.0168	3.2811E-09
0.0169	-3.15902E-09
0.017	3.21981E-09
0.0171	3.18774E-09
0.0172	-5.05354E-11
0.0173	-3.28565E-09
0.0174	3.10363E-09
0.0175	3.06159E-09
0.0176	-3.38038E-09
0.0177	-1.75027E-10
0.0178	-3.35716E-09
0.0179	-1.32051E-10
0.018	3.09478E-09
0.0181	-8.99197E-11
0.0182	-6.75696E-11
0.0183	-4.47425E-11
0.0184	-2.35798E-11
0.0185	-3.21142E-09
0.0186	1.80614E-11
0.0187	2.78718E-11
0.0188	2.77758E-11
0.0189	-3.17364E-09
0.019	3.2402E-09
0.0191	3.58801E-11
0.0192	3.95408E-11
0.0193	1.64313E-09
0.0194	4.16897E-11
0.0195	3.96422E-11
0.0196	1.64906E-09
0.0197	3.80371E-11
0.0198	1.63617E-09
0.0199	1.63577E-09
0.02	1.675E-11
0.0201	8.37668E-12
0.0202	5.6314E-12
0.0203	8.04192E-10
0.0204	7.86775E-10
0.0205	4.00402E-10
0.0206	-2.09743E-11
0.0207	5.71538E-10
0.0208	2.58243E-10
0.0209	2.38467E-10
0.021	6.00673E-10
0.0211	4.0155E-10
0.0212	-1.15152E-11
0.0213	7.98034E-10
0.0214	-8.73246E-12
0.0215	-7.90176E-12
0.0216	1.5932E-09
0.0217	1.6061E-09
0.0218	1.63915E-11
0.0219	1.63035E-09
0.022	1.64707E-09
0.0221	5.63994E-11
0.0222	1.67841E-09
0.0223	1.68811E-09
0.0224	1.70002E-09
0.0225	3.3188E-09
0.0226	3.33267E-09
0.0227	1.18416E-10
0.0228	3.30659E-09
0.0229	8.40392E-11
0.023	3.2708E-09
0.0231	5.06327E-11
0.0232	3.24365E-09
0.0233	3.22302E-09
0.0234	3.2063E-09
0.0235	3.19011E-09
0.0236	6.37818E-09
0.0237	-4.61993E-11
0.0238	-5.80972E-11
0.0239	-6.45409E-11
0.024	-7.55466E-11
0.0241	3.11747E-09
0.0242	-9.84495E-11
0.0243	-1.09103E-10
0.0244	6.2963E-09
0.0245	-3.33821E-09
0.0246	3.06897E-09
0.0247	-1.32658E-10
0.0248	-1.13309E-10
0.0249	-1.00519E-10
0.025	-3.29041E-09
0.0251	-6.78917E-11
0.0252	-5.26433E-11
0.0253	-3.24488E-09
0.0254	-2.09416E-11
0.0255	-3.21239E-09
0.0256	3.21536E-09
0.0257	1.83224E-11
0.0258	2.17663E-11
0.0259	-6.38609E-09
0.026	2.87807E-11
0.0261	-3.17445E-09
0.0262	3.49723E-11
0.0263	3.83074E-11
0.0264	-1.55898E-09
0.0265	4.73495E-11
0.0266	1.65336E-09
0.0267	4.74971E-11
0.0268	1.64287E-09
0.0269	3.38992E-11
0.027	2.58879E-11
0.0271	8.19964E-10
0.0272	1.15366E-11
0.0273	4.29686E-12
0.0274	-3.08059E-12
0.0275	3.90463E-10
0.0276	3.83626E-10
0.0277	3.81661E-10
0.0278	3.58215E-10
0.0279	1.84524E-10
0.028	7.87173E-10
0.0281	3.88143E-10
0.0282	-1.11696E-11
0.0283	-9.34197E-12
0.0284	7.93712E-10
0.0285	1.59734E-09
0.0286	-1.60694E-09
0.0287	-4.10174E-12
0.0288	3.20153E-09
0.0289	-5.95452E-12
0.029	-6.33868E-12
0.0291	-6.182E-12
0.0292	-8.35844E-12
0.0293	3.19908E-09
0.0294	-7.48653E-12
0.0295	3.19787E-09
0.0296	-1.07565E-11
0.0297	-9.33729E-12
0.0298	-3.21496E-09
0.0299	-9.51258E-12
0.03	-9.49941E-12
0.0301	-1.01023E-11
0.0302	-3.21447E-09
0.0303	-3.21707E-09
0.0304	-1.03296E-11
0.0305	-9.35019E-12
0.0306	-3.21417E-09
0.0307	3.19932E-09
0.0308	-9.40918E-12
0.0309	3.19991E-09
0.031	-3.21491E-09
0.0311	-3.21327E-09
0.0312	3.19495E-09
0.0313	-8.03128E-12
0.0314	3.19961E-09
0.0315	3.19872E-09
0.0316	-8.8116E-12
0.0317	-1.6225E-11
0.0318	-3.12477E-11
0.0319	-4.68087E-11
0.032	-3.26606E-09
0.0321	-7.42182E-11
0.0322	-3.29621E-09
0.0323	-3.30368E-09
0.0324	-6.52688E-09
0.0325	-1.29835E-10
0.0326	-3.35052E-09
0.0327	-3.34037E-09
0.0328	-3.31586E-09
0.0329	-3.29022E-09
0.033	-3.26719E-09
0.0331	-3.24233E-09
0.0332	-1.25279E-11
0.0333	-3.19453E-09
0.0334	-3.16879E-09
0.0335	-1.5442E-09
0.0336	-1.51866E-09
0.0337	9.64738E-11
0.0338	-1.50502E-09
0.0339	-3.11158E-09
0.034	-1.50633E-09
0.0341	-6.95125E-10
0.0342	-1.49926E-09
0.0343	8.95715E-10
0.0344	4.88718E-10
0.0345	-2.87667E-10
0.0346	2.99952E-10
0.0347	3.1645E-10
0.0348	2.84962E-10
0.0349	4.33754E-11
0.035	4.44453E-10
0.0351	-7.71047E-10
0.0352	-7.70343E-10
0.0353	8.04982E-10
0.0354	7.92254E-10
0.0355	-2.32294E-11
0.0356	1.56505E-09
0.0357	-3.49205E-11
0.0358	-3.26689E-09
0.0359	-7.23333E-11
0.036	-1.68699E-09
0.0361	-1.69816E-09
0.0362	-3.31229E-09
0.0363	-3.32555E-09
0.0364	-3.33511E-09
0.0365	-1.40775E-10
0.0366	-3.35856E-09
0.0367	-1.36935E-10
0.0368	-6.51952E-09
0.0369	-7.79917E-11
0.037	-3.25486E-09
0.0371	-3.22334E-09
0.0372	1.43351E-11
0.0373	-3.16251E-09
0.0374	7.72996E-11
0.0375	1.19244E-10
0.0376	-6.27923E-09
0.0377	-3.07367E-09
0.0378	1.12199E-10
0.0379	-3.10891E-09
0.038	7.84745E-11
0.0381	5.87658E-11
0.0382	3.59155E-11
0.0383	3.2252E-09
0.0384	-1.31765E-11
0.0385	-6.43978E-09
0.0386	-3.25118E-09
0.0387	-3.2399E-09
0.0388	3.20397E-09
0.0389	3.59597E-11
0.039	6.76689E-11
0.0391	6.51332E-09
0.0392	3.34238E-09
0.0393	-3.03689E-09
0.0394	2.03117E-10
0.0395	3.44051E-09
0.0396	2.65837E-10
0.0397	3.46116E-09
0.0398	6.62317E-09
0.0399	3.37416E-09
0.04	6.53529E-09
0.0401	8.02309E-11
0.0402	3.69586E-11
0.0403	3.20006E-09
0.0404	1.5537E-09
0.0405	1.51048E-09
0.0406	3.07106E-09
0.0407	3.05813E-09
0.0408	1.46E-09
0.0409	3.06793E-09
0.041	-1.3325E-10
0.0411	1.47522E-09
0.0412	6.78218E-10
0.0413	1.48469E-09
